LessonPlansID,StudentID,TeacherID,attended,student_behaviour,notes,Date
18,8,19,0,2,8i2OC2qQb45uro3NzGh7Js cKaQGEnfaQMkPLDdkCUq4SzN1Vm1SudvoFK4B,01/07/2012
10,64,3,1,3,NEBNFayjmsbgA5PtUC0F9XzWKLhJ7zEwSdqLd7vUBeGrUqPp72ImCGLtuEb3,21/07/2020
12,68,18,1,1,IUanHAQwY9MbwluoY7H9bCbU86KZ31tU2BS5oH1eGKCl1DgpnBfqg5GBIwfB,16/01/2021
6,120,9,1,3,cbYDN3MWcvvkA6 O42l 83E0cvBvJMnXdd5oZANJD8Vk9h8Zm2yIdTiKj5xI,26/04/2013
4,119,17,1,2,21PGMQrlGoruKnhMUYSxUw 0Vxs4zO3S8Ap1Z0yusf8szltpyomNHa Uk9kd,05/08/2022
5,50,6,1,3,8rvCZB1zDytTNf4AxpfcsWPoraTiB84vqVmCiDhafpPWkKJh3YAN3xIrNdAI,18/09/2015
5,116,12,1,1,NWeVXMd7qex3pYbt RS5OjM pP7nyn8XB8SHvDcz2jgIN9DjGfAw37nLVHG1,02/06/2010
19,68,18,0,0,muPzK8IDo9Y6gsJmiHwM7wQVmRt8ag58WvyeIQ1nEOeiPwoAWR3Djq4WdzU1,27/02/2012
13,3,12,1,2,2SMLe3ca0wHzGqcK5FFvuFy0el4Ro75XsiqWtbXNKPnKESE56iqG7zZUNZFX,05/07/2012
1,57,14,1,0,2YkblrhZnZv7F4DMH7E6n5O1CEUd5t6HmFb425sn5Yoa1A6tu7fuoOmelqxv,13/11/2020
17,70,15,0,1,J27iVyGyLyKof2FcBISXAxEe0odYkR9iNTdA0WZWk71fiaueXKiqjsq2MIQF,16/07/2018
12,14,13,1,3,FanSF8yHrIkzY2TfpxPj1g5wRCGaVDpObaFoQ42BU5QNQHcip928cgFU7SI8,21/03/2021
16,117,7,0,4,QuzO6YsflsCkiXzvNN5y21GfQ6Xduw3phj6GNQHyqTWeNLW6nCH4EXddbTZS,15/04/2010
3,15,9,1,3,qPQDVTQun5DsMSsnKi8NfI5UMLjiNv0U8Iqb7LYntM7EQE2nusaGZd4sEg2v,10/07/2012
20,109,5,0,2,4t9 veQLJD NuNj Vz7vpmIKitx4oIEwX49BBvP7XZLoT11x5GqyRaOpdhLE,13/10/2015
9,65,4,1,0,46YxVgp9tm52K6BAcE6AEgkoyE16JxZwDiGt6shEBELLSpt3MmxHrjL25mzL,13/08/2014
7,42,11,0,4,isAB9QpziTLFl1kCULGrOMh88LVzZiDm dNnuU4Ut6fZmudJrz7STceES15Q,15/12/2010
20,9,18,0,1,AO8O3v495Tv8IFGA d6gmJCBNYBRZE5aXCluC HEDdZXkk0yX1pnXwFAMjgB,24/07/2019
9,6,4,1,0,VaEEBpDlaWYgKQwEEnoM0ni1PiOgE6iF04ZOGii845W5SjCFwv3jNNi7vDE9,06/02/2015
9,18,13,0,4,4C7gKxpTQWGkUmb qX1szMMvhCu rsVypECvX7c9aha wS5YcpNL901HjurW,02/03/2012
18,46,5,1,2,rY3y7EBZm BmS2PCBk9fSk3Obe8vwKDBKuiZBmqCcFpZRlk9DlogbYkyUimJ,01/01/2013
6,66,8,0,1,4d4LCXchKg erewyN1xVXFRGxUYgsOdzIcX4KXAI8ExHEjAh5E1wLB0jFWZ2,19/11/2018
11,120,9,0,3,2y4RCH5nqTYImn59kDnXRngeuMJ5X2fRzG30oW6WzcAvTwg0QqWJgGdM8Ucp,26/11/2020
16,41,18,1,2,F2vXboPPcPe9P26geIlIX5MiEqigqNCzGRWW6CxCTPDN4UkALNnZLV01h2hp,16/05/2012
10,5,8,1,2,wS6K8MMq3 dFrqIiV1pKoUtcagv6JIx9f W7MOCKuew28QX3DDAOZtPXI6y ,02/10/2011
7,29,9,1,4,9g3fv1YlJnqUE5ZYR6ZZifolI4NcZgApLtV95Gw3Lxohx7MQtAqvT6Z9KAcJ,03/08/2021
5,22,7,1,3,TcqYDSdmlnmUVDN54QEqT8Z7aoUJWLJlHDk4lJqV3ZId1HsrN7nkDorrFun4,07/11/2021
2,86,11,1,3,JPrph0zszw24HH03EeCeD5SPJHgi47ZCyk5BLdKyzg0ain6 NkCe6WqNe0Hx,07/11/2011
18,47,6,1,0,YQr3fexDJQf6LQ3kT8mMmGLY9mILWfreulDynI8 0PfUTdE6UCAC54JK777Q,23/08/2016
18,19,16,0,2,WGKq4yfdcLSy17hhT8LDzaP 3pTEOjEA4IRi2 QqbPVANwAJyYaFOHqKpczw,14/11/2010
8,17,9,1,0,6AG93QgtC3OrH Cn EVcaJ9MilTcjNVj6Q1MJRzwvgt3R8GXSGLLWR6rIKhK,12/08/2013
8,104,19,1,4,n8Y9SO5JqKN3FCv2hR7ynocHlfjB3Kw1hQ4rpk5Q poO E2pC1V7R3hhFFsK,06/08/2021
16,96,17,0,4,CROawJEE7se mGJfzuD6hqU4RQ1xBeYxSx5ipMsw9pc1ATfIxnj GBYUobpd,11/12/2021
17,96,4,0,2,Gs6tVtX8Hk5YYQzWzQxak7DaaJXX52wonN95xvOqBlPWPq9Ziux1F lmFzS ,11/11/2021
7,60,5,0,4,hNw3hKfYlu2Q1scQfpB255VMPLFLlEajzFjeZg3icru9Xs3z3DoJStPFNXqu,25/01/2020
14,103,6,0,4,1utbPsuVzDvaGgj7xu3St7MQZo1FgfXwUhH33FbecRD1N0pUfXE23ZZUr2Zk,07/11/2012
7,91,19,0,3,EQWtZsl9MJrADThJS1qRoTMFxfFudGZ kQy1K7Forn1OCPr0Q5l48v52jyHB,25/01/2022
5,102,5,0,1,8EzXnz0JkN7uoR ZzMQjOyOza1Ju7nnog HFv57hk0eBlgX0S9h8xXKfqH7o,09/08/2011
8,25,5,1,3,UFXZhyKXJTdJLXoXEIK5kbRHyzZitdv5PJn9pYOW2uxJkz97hnofHMWh2vfv,26/12/2010
14,23,4,1,1,ZuSCddeoOyY4qrLfX9DTVsgREswVNvs7mTsmqQmXh7xIwjo7BABQ8rhN075K,17/11/2013
18,13,7,0,1,7lthbylejRNLLI2xX3RNdcy0nLI3DiWnE9G3kekIx0oIPucpojIxKSlGDO23,01/01/2011
4,66,17,1,4,BsPVUwtiDk6nX7MuNYYyzPTCRdW8KUWqoDTvI5GuCLRTKROgmVae j pjgk4,04/05/2018
10,2,10,0,0,8vSW8TVS5Z6eNPPJQhAfXZRirRJWRs1m3ufX6JN OOU9Pi8LPadkWYZmKZf ,02/05/2011
2,32,17,1,3, cRoN2pfhf1edPmNbRiusmwp0hrwPt3D22L5krnm6ECbU yL91qZnC8yCflO,15/07/2015
20,43,6,1,1,GSE26kJvXyz9rqwxTl 5QGwm7tV4 zdnvMZzn4SFkHW1UKiLX3vOh7rA8YC1,08/03/2018
5,95,14,0,1,W24YGLeyp9NccUJRWRvGjwL2s6 xfTI2t54stU0wHb0rPP15Gg3Kb08K6Mkq,21/06/2020
10,88,18,1,0,lHe6Qutid1L0pwu65NGx VtruvC76qoMgcWHS1N I4CZ4IEXjyQCGW FBAd9,04/03/2011
3,80,10,0,3,SggZrtvw3JniO4bjcAVYB9me1zZjHLPb7izBv6NZcYKxP6TqThB8 1RwJzty,19/06/2011
3,79,2,0,3,RvzDnE7TrqvAqFB8PC28VBMgK5UrLrFw2bpvqeL0nbwioxfqovghN0VI2spg,07/02/2012
19,66,6,1,2,rZRq5znSOoa8rQl2XNE0 XQXrX unk6M3iPCHZeADwO6NgId4YmcnvKFSJcf,01/09/2019
1,96,17,1,2, WFSt2M74Dxv7LijmVCyIwAYWCs 3WP0rBp8UvrL293YTixvR0mtmPKBxyWu,28/01/2021
7,45,12,0,1,R3KWX0MWUu8aDue5rZ0r6pi rVgBwXoqIP0OVS0hLrRmopen3STkNqO1K5dr,22/06/2021
11,35,1,0,3,OPUO9WBK2rjakTQEgrkmVJvB4mKRLxjk3EoHjnDB7wxl xnN7NdZfNcQmXPl,03/09/2012
18,103,17,0,4,huF0FdiJkQ8xIYruSWBBkaleDTaaI9MC8qQGWLkxOCm42o05sFE6TVde4OA1,15/03/2017
9,82,20,1,0,OVszSCYZNArba89CKJVIMG0Kv3r8tCNsfKGTcyVOhVWmO5LM5hwGEnWkx1tT,26/11/2017
11,45,13,1,4,nGuDX2axo3Y8CDfZSL8HKWLcQgJZHSE1HwKoFm977X55DO4mB7WXKyfylOyH,20/04/2021
4,62,6,1,1,2Uwoihed UeGVas raYQEyRicki5fV9u7jDG639m8QpedYnIxQbclBbzr6z0,21/01/2013
2,22,4,1,2,Gr18TqO12DzMLxG5csBt0g6KFh8A6HNT7GeEA6dDgt7Wacs2apdLty5a6lEJ,07/09/2016
16,36,2,0,4,bjdTjTS 2oQelCNmAMezniLEq9xSEo6rpA JLQ29tFVAU1QLBWhsS5zOuUGq,04/10/2020
12,89,20,1,0,KpozKN64Iz149CHS6bQec iWJKFvvcicmRDJTBGhaSyGlhJymsSFuaziYMdh,17/12/2012
20,45,1,1,3,K AJ48ZgiHWylPk09Bg8i7dkPpsqYeFwdwahJQJg2WNBuANZw98wK3oCo ZK,28/02/2022
18,78,10,0,1,sFT wbKyLpfqSSDcWxAKUwuuSNWnTMXt5dxz35JxgkSZyqAZUOITGUcwZjFi,18/12/2013
13,93,6,0,4,4FcEtD4Vnq7 hTfL98XqJmYrnvEDYrJ5f9jWqcEnv5fBqm2lHL1D39oIJA0n,02/05/2013
17,106,15,1,1,Vo1Wwyf4QyA0tQ705C9ksn9ixsYSTd12wtTL6o4dDiOHhgovGaxEucxVmYra,21/11/2018
7,100,8,1,1,Evwgph1AVsJHoEhiFS9SLjdNRwdl9vODfYORrCp IYqA7DkRLZeuBthu3Sfd,14/04/2016
1,39,13,1,0,C4WJ9nisQzC9AEYABY0VuIEqi9 576UJUTaKWMdHBhfIu3xCCMrUsiKe8 rV,07/11/2011
2,20,16,1,3, AuLE2ZGVKcPN5qj5b7UgL9Rzb9MjYAqMoltFgdXlcU3tDdPqeNH8h0fcDcy,08/03/2014
3,48,11,1,3,h4rQTD8HoluEZi qwfZwB9AgxRDSf7Pi6dX6n3dUbGmB5IdEmvOgPaURJyfY,16/10/2020
6,107,15,1,1,URHQUGLFUIsRTA63kNp ciuYsEsX8IXO9vyNITrlaGAHH8MZGryknIiQfTFp,20/04/2021
12,97,17,1,3,zBBI6KWbbber3JTfYhuTB31dFPpzWTYMPLdxprqH6EH0CafJLq49l401NwTB,01/05/2016
9,100,6,0,1,PiinIoVA gqGngitfH71w598TwJ9ssaWpSNdC0lMAxEwH 8cwG2KxKsl7skY,06/11/2017
16,32,13,0,0,aQQ4B24Vwi5u cDsmgIgXcmfByko8Xnugr6xOBffPiezcztJKKS5hl7ffE03,08/12/2011
1,44,7,0,2,ZEeLpSe4HYp9yaNkv2g7LihR5D0JIE7kLfMH5O VqXIxDc35dM6L0BW1TQ9a,14/07/2019
6,108,16,1,4,gM3HL4tnvvxAp19ZLF6p6VeAgCuWEC7iLyTZNSt2lx9Ycc9mLNWCe7El3XVm,17/06/2019
2,46,19,0,2,yYyDHW0UBsvnSLeyViHYVlppZNYM48Ttg75VsTaC8S5RkxTracIWBqFkJDHa,28/12/2017
9,19,20,0,4,5CgGJYtEQeWX0WDvm9WkqtH7xI2wQ x8oUapzRoI0TqrNWdh8VsgzzhZIef9,20/05/2016
6,50,15,0,3, ApljsEKlxkGdKInmQYPl3oqHz40LwyFYRJBSe5RyUZ8lTT PoQVYZAwpnti,21/08/2017
9,74,19,1,4,H8QMmz1wUVzfzPNc KfbENALnS9Vb x8WlJERFBp 2XGYP5k6j5ZNTIYiM Q,11/05/2022
12,31,5,1,2,jien1IQnLy8ECi4J6291PlBGRz93vnc4Oo73B1ixceE 0OV1UsWI9CW1T2r4,04/03/2011
12,5,18,0,4,uRUvXqUqrYiOqmPcb2TjYsHeJMXay3D5xetruCPQyg50Qvwlw6jXpsDTlNqA,04/01/2013
14,12,17,0,4,nkoXJ0UPJ5ejc71APMKWryzTKooJDxtIgOLzNupcDV1XTP AY2CKQc45dT2Z,23/04/2015
20,60,9,1,3,ImJImKACeh0pXl0JEAXtKjNkdXJuRGscZcxNHrAjDkLMQhIr5SPQfRe6JadL,15/09/2014
11,83,6,0,1,AZqyIesq4XBPWkC95t9ByCA6grjrkOW90r1IeUABNR4BwyIPXoDqazEGEqxU,09/09/2011
12,7,12,0,0,vD8iagBmH35LSb6DJ5QP0UK2Cs1RTJ8PCWgYEC5grW1tHwTh0r3GCjsJ6iU6,10/09/2021
10,74,7,0,3,TulWsVafRYfHByuDdatd2UyhDvbrM8MD8YyWzDE8 uN2xIjuElK3u6agWDkX,09/09/2013
5,59,7,1,4,uFBXrYbmCW2lvyDcJR22ntSEsi 3QwuzMXq88z3V9l12ZnKqNTUIyMnC7wky,04/04/2013
17,107,18,0,0,U9NFyqiKMdSs5ANTOAHD2 7ZeMC7w FJObMop5Qi7XdgV7QmrHRIJwgdf Wh,24/03/2011
19,49,2,1,4,QjwJwU0dE3bIKGnsK5fWSJimDyDl8Q4upHL25k0TG2hq11Rtlv1H4Tiy9FPC,28/01/2019
1,95,12,1,0,oSYxwT07lGyOtklO4vFxz Tu6aTV8FwXAArQf453mkvb5LAB42osghOQqcT4,12/01/2012
12,19,7,1,1,BqnzObYEiBncaOenQOTlr84UCOO4Bwu f0T3Npew5p6nbc6iKBJUJdHCad2M,26/05/2017
10,15,11,1,3,wrKhamLJO2kvQKvJFqQTLJnDSeCBf3eKzR91SUc3 7tU9R66E y5BomcpASg,05/02/2011
2,9,12,0,1,a5wXSw6CIsdVFsxiqpIIIIS6NQKV1SWbsQij8KvvrWzPla7s5WMtXNzjyYjF,23/11/2015
12,49,15,0,4,VRij0zRp07BXLkRzi3iUrbXDJP3PnJLMbQrEqvPh3BCsZPBoFKVVmspegZ6v,01/04/2022
18,39,16,1,0,oU8szBUm0XCLZ6DQ8Y7gX6WlRT1QGYcX8m1abfX51IIc852LJMncC1l5RQhv,05/11/2017
2,97,4,1,3,gcKRA6BBE5b1apGhlXxwxAK4anNPWu1PS8Nyn9AJgfbJiNqd4n3D3gGLmmxA,04/04/2020
14,69,8,1,4,d9Ne6aA0FyYfGTPqMAu0tPEeyNEpBIrcA9GkZnGxkTHcJBRN IfOYd4mmwix,15/03/2020
5,32,16,1,3,GauGCDJ4EhFgdKvQ6 kSc1LqjHLn0FljfoXq6pHLBLGJiQocF9Am6k8vAQtR,05/10/2010
14,21,11,0,3,dJ9jIpxX76Pfonxa8V2h0FJTo7wAW 1V5zFiODW85Sk4F9YHs2JXbG5BkJBj,10/11/2011
15,115,5,1,1,9IpOqkqIlbvX3L N8ChZdxGF6FMH7pxKwGu0CX3iLNoTu3HT9ExWQAm0XyGt,10/07/2011
14,69,16,0,1,lzkkYJOH467RtJ1vuuD67GDhh2bUTku2Vu6d6jW5Tuuml5NRird7mnrua3G7,08/11/2015
10,42,9,1,2,q4BWqpbY1CA9Tp6OG0iYIuM44yidOaC7cqpZWf9UNKGITgXjIuIP6uC8dG7l,09/12/2021
4,37,15,0,0,al4HhRezskJKAPpN675CALzFF9 mXfUGOPCzBBThLERFTJVohgro0ogYuaEl,21/04/2018
17,8,13,1,3,zpdfFbEa5mRRSanZiNAYWoo3dmHWHh9kQqizR7dhW3HjR4luogyl4VZ44SyV,11/03/2021
3,79,4,0,2,sjcJg2DPqA38tgfg0wHrHWpZZhRZbzTNbMTp5YfbJzYy9patrOUIv90Uy6d3,03/06/2016
20,103,10,0,4,SXv2aX02T6uwFlgbZ2M9vkVBaOgongVqZIq2BKDfpWwh UymEA7e6DX1zNK3,08/11/2018
18,25,6,1,3,E310mYgTlHqy4HIXsCLia7hAt R8RNnhV3SNiZAYUS9PjNv3X6xU03ixTIOc,26/06/2020
12,86,19,0,2,ywdG4zf0ThJXqSZSMjzYZueA5N70Besj4EWXE7LkD1EPrFjWh172ZUR6526f,05/12/2019
15,45,8,0,2,dCnZzPkGXGhfwa9I0rpOLCxPlGVBGYGDKFMggaNrJMFVDLXYKsZk0zCHBQZD,11/05/2020
4,54,7,0,1,tMOTJNYYgqGFPQSUJKyUKoGpE2NE99Nuinst7MOWagpvWoPcpcp OORvsFpy,20/12/2011
4,42,3,1,2,0 AtlXpKWWIp7SmCmhhgaIs6szhCeIdaW2fJ7nzJb3PZuZ5Em0Jgmfdb  WM,01/01/2018
16,12,19,1,4,q3 ZWXbisyKHLHDLHEW3IPZrU5FvM1xF9TLbXQJ96z8TL2qJNTgZvIKmkhOV,02/04/2016
4,73,2,1,3,zj3d buenV54Q bjrhDTmvPy9iy2lojG1dsrXkkX4jJyZ0W05BKjEZwKw69c,01/07/2018
1,35,19,1,3,pUsC y9pLz7Ugl61yO9lTz2N TdxH2WntoK9FNNaUIUoamcTLUrLJFOreQkj,17/05/2013
20,78,1,0,2,kKsgXcwnpklfxhqYAxH95ugxcZG0HLfefWkxVBJ9nq0LbvgUlt1LFV 6F3Os,13/11/2020
9,84,13,1,2,HGIsPRMlfTLEaGjuMCZ3G8dYjgLCvjxJQ6nsGL9CYjQGKXP8Ldy0mybmQwTJ,21/09/2013
8,92,8,1,1,pPeSWrNp5gVLEPdKr W4r0nm2v9dLayuixswbINxMMz573H9nLGs7VFJKK3Q,16/04/2013
10,115,5,0,0,Zq6RDr7tvinQHC5GTUM41b h0D8l0LyEkEiNylwVDB4BkiPAji1WaxZE6nio,28/08/2013
20,56,8,1,0,swtno4pKfEoQRt1w 86FZTgLwZH5O20BOe2h3UdaoGDxvK5kgqKncaeffDun,10/08/2020
17,95,10,0,4,FaShLNIRMqCbv4xrnuS BOuoRk5BXCqOBmoaq5Cs90cHLEJGaVAXLxAq9IYa,23/08/2015
10,75,9,0,3,DEl1dBVydqiPbqyggNo4YO qpSV1MiqQdBeI Ehab7pKXebM59nEdModMQgm,07/02/2010
19,96,1,1,2,D8mfx9jt1xHmrcDsMsorRneDJjiOy4b85iixqFyIF0v0PRBfnhFW5z WUZrE,03/03/2020
17,105,19,0,3,GtoRQb8pWMvhDY1gtG4UW7BsCLy bnJtHg4pMpSl0UEHZePNwsAeArfgMzTe,05/06/2014
20,59,17,0,3,eZQO0szQ5azISEnBRNti2ybzU5QRgqg3WWpwCF8J2KtiKfDp5LTUmA8he4TR,17/10/2021
12,85,1,1,4,rnRVgKXeLZ903WHq9wmQd43FT5Nz9xyjOsR0mEKsjeHurcSXNB3TZfqTR1Af,22/12/2021
12,103,11,0,3,8a5uu8pfFrxlmuerIeOHfuiHdwuf E5w 6yTrGDUxZHpFO2a5ZrDGZxmMWok,17/09/2012
16,23,11,0,2,mhXbKw2RXBzZjUnTdrNOMHwJNXkMzyJJjyqgxbUiy67HgGTwjmSklLnsajRs,15/08/2014
14,84,7,1,2,mt4pdt81QkSO8774IXuerI8Ot5WvuDDO4tJRNP3X49gZmS X0fqZj3sjW 6L,06/08/2018
15,79,19,1,2,KA2JWwo tGoiS2BdsmGaRsbv8NbOP6yHffc6x8C9v9SMBsoOm30hOCsuZ5Ab,04/09/2017
9,99,15,1,1,FoFI0FH cSKnuRDWsTUwFXWq4MBAUED6dkDPzq8lcym3LCc3sQXUflNRxHrG,08/07/2010
11,41,7,0,1,QXJIFGL60Qt3RsRoMDpVN6gOB SA4EXtUHKakfVRoI2iUIt9wB4TCj0dhrrp,12/02/2022
3,68,5,0,4,q2Ja5cidPb8XfKtHn88ocA80VgHqnI7kV0e2uUi2ivj9TsfM7tooxW6alVCw,10/12/2013
14,8,6,1,3,wvCyOfgvAYQNwqdo9V64NPLREuTNYROmwB1qw7b36IWFZTb4kcdQU0LJpTPD,11/01/2020
18,15,15,1,1,YXMBRBqO8WP3QxmAoGAuIu6p93R3Yp3lZELo0FRuI0y4nnbHiE9HSq5ZMp5V,19/09/2020
11,79,2,0,3,c6rGQiS7FCEvAZ8CW7oGLMtCvFL sUBBFWx0cq0iS xtIJK7Z vwa7USphIT,13/02/2016
13,108,2,1,1,900DhrnesJ ICItLSz4QElgWkMw2GEzkFZ8b1NOpUSpw5fcTLbIwOci2MTsX,04/07/2015
20,23,10,0,2,uUMzvahNuvOheh5ai0Kdu6J6FNm7z5E5HKz0DxDajWidfQnTaOuWq6K52sEp,25/05/2016
3,25,3,1,2,MwDFB3g5suYabpXmGUuwavkHnk hpX6WgjUvBPbV9XeE3KaSrGS8rPQZWIWn,15/11/2019
17,6,13,1,2,hOldh48XSTo 5qMhAJAg7dNm2H7reAQQNssxCTPLYhXR3S4o6Xdw3B5NZq1d,05/08/2018
17,41,11,1,3,92oJgVdrPOEhosPWZMoNjtKOJa0ehQam4GntOO1LtC4YJsCcGn1SDBTzUpIH,08/04/2020
13,92,15,0,3,IHBiCIEGljhoA5LlSZC uwDZwsCzRLfNp73TxBchvWnaPATulYUasKTip7g ,01/09/2014
2,25,8,0,4,ZfEy8qPGJAGB1iSk7lSWdFQITyb1kM8kkrLP1MEoeceCjDIW0IAwJIvMdz G,12/02/2016
17,28,19,1,4,rM7ZhKuLJ1RIlbXSQ7KOpnyEerILkEGf1wvOOV7NWshKcJHPpmDG5DDyYd G,20/01/2013
12,57,13,1,0,akvmQXSNJNFpjcRxNDm mEg4TiWYerPKtQnCduwNLuVVw5xmCkLzbY0IxO3j,13/11/2015
5,60,6,1,3,8 GpgxDNSoExMhj8QP1aG0ywqUT5VfqPHaMKdr7e9SVgAkbfMuD9TCMHgiik,08/03/2020
8,36,12,1,2,XjVWoHLwSwZ6rxFiT4PmZY2gAg4ONYXHcnX JoL miuRidPl3JSOsVD0c9dh,06/04/2013
5,83,12,0,3,D0htql37yIxuqRnvaAnhj5vLQOVMSg9h4XjUDFFTWcFesUF4EMDLSPHfA0XH,08/04/2012
13,109,4,0,1,91oXNT3ugI7F7lRfspjZ7Tcen5CQmjYtwllce1w1iZ2Xvdau5GmZalQFIbSh,14/08/2014
9,53,20,1,3,Nk24MZEZIAudHKgxfTUFKZ40yesEjGiSwOGf5MR8kW4FDDCj3IeGikxXqtKC,10/03/2018
3,85,15,0,1,DJmOuPT3PQOFc4uMA0lbAXDqVMlpoqpzikT3sxK1 w8kIw4H90MKUoFHF7ZY,04/08/2022
5,81,9,1,1,RHzM9HyzO0rHskC eCvsQBui5hsxi81V3moEoUyH9rm6lrRwxpMWoscT7Q1N,01/09/2017
5,83,6,0,2,6NurWYC95fOBk88i5wIdvaOrVI0uqiGh4mUpAfWfQAQmXi5UJItJ2 IRgyd3,14/12/2019
15,89,9,1,1,XBR9mLWUeDC7c4UkWGqRglG0JluSWezqJMJ4yWpFzM5oW2FZ7 u2g8yqufzK,09/06/2022
19,72,11,1,4,DO8316lhk5 4FXZbJaXFWCeWLFEyBz9cyjRFdoTFYyFp3qciaXkccPoaXVeJ,22/03/2014
9,89,18,1,1,QFc28hqowjvIPau0AySbSrHYu1Sr4vHDCE873DlWao 8XVMwEcxPHHZWWoyP,05/02/2022
14,94,5,0,0,6E4Q4kf7I6r1gerTTNoe Mocezws qc93Q5bmKDYChl25uGUHTvZfPjmrMGc,16/03/2020
20,70,20,0,0,j3 H7FOowEYvgO xuQAKmiP4LYrwXlBXfCrP1trsq1KbfI3XQ08GSCmYPHG1,04/06/2022
9,100,16,1,3,3Ll6MUqWtKgyOcgpM36T7l31WAPHgScn2I9bfyxZrX962syBkwS31fDAGuzV,08/02/2020
17,77,3,1,4,7dvYmVNhgdb5Ul1gaB8vRcEW39 p1ps4w6SqlD3RTdbSYmsydEa7K6 8XN0R,07/04/2010
19,39,13,0,0,mEXKsyxC2ys21BanA95pigF 57wR3M6ARofA5jxK57zHhvgXIlRDbvnJV0Pr,07/10/2016
16,62,8,1,4,SciNPVMv25MBVKkM5OSyb1YpFSWK23KOkTbQmui2Rjv4x1LVVj8HkwNZVes5,24/12/2017
8,6,5,1,1,EewHdyTkno4r4TblMnnUxDrEYG1qDvCTYWWbgLi5igABVA9gYhsWgH6GUcno,08/07/2019
2,74,15,0,1,YoNDDAoO94lnlOxvioL9eOvFYTVzOcG9Csb61YcgvN0rtYgYN WWGU5zOdAS,19/12/2014
10,14,6,1,1,eE0pttYxoh7sZ17sCykpR6251ubBixAaNzQcql76EHawkRmQxLEpOWkx2a7F,25/10/2020
10,115,2,0,0,zIjgmVWCdk9aHOCBrccMwXk1O5LGwzr3fCmpVuRRMBhgOQOhm6ZXIa8MiGzz,16/12/2016
15,97,13,0,3,W3adSR8VUj3rVTg7vD4bntoSbfIzQN4YyKVOpU0ku lTCUGsfk5aiRLjDJ7 ,19/11/2010
13,77,7,0,3,vDlqWnIhLEnV b7koh eLO9XlqgcrrC4VxHjHpm9olVe5eHmJOqyps5sbpND,05/06/2012
8,30,20,1,1,PnNB8gLmPtibYn24  ID6ryzk9JdVPnT9uREaNUBLgz tZ5ENIbXADPW0Px2,25/01/2011
9,113,14,0,1,mkvoZfhX6qHM8D1tqFFDMqBosbEw556u2e1z1oJfF7cx8YpkxaBhIPJ6zx2v,27/03/2021
2,112,11,0,3,S3OYHKc8KmOwPYAd9n9r8YHAinge6A86UDKYRfWyW9FolIsA4t814InNTnCB,17/03/2017
4,114,10,1,2,8GcHb1g9SRqHYLILuEv943YsnundfuwKSZ8lzeHAMRBNPL6OJGjOj59A Glv,18/05/2022
14,73,18,0,1,FNkGZEjUyOQbiNvuBRIhjhdIr TdM5HFYYyA83XkO28J XO8B3LVAWijeext,22/11/2020
6,48,8,0,0,qqvmRACQicGiKAr3046P1H7KF8fMHUDCAyfBNZoHnqT0MOCoQgT3OmW86XhC,17/10/2016
15,25,2,1,3,qg8kR9QX6FTDQd9 JBb0cg H2Yd N7MtLupjVHHchrBJFJQvVMHYaX0KzLeY,28/07/2022
5,31,15,1,3,0qLuve7fl5rpW8d5J6oLYCP5UhYpsZKW2aWVqBgsNFIdUfn2X5Rpy1 I7fUv,08/12/2021
11,55,14,0,1,01S4TBjHbKbG yxKOQVV VLpd67CGXYOdqIB11WjRutXkjCWuB5b7Y6 th C,16/04/2021
11,49,1,0,3,pfDqj16Cty5HF 6G441wDIsqcxbh7Y3X68UlXlDT7DJSuExgZ9WeHPkiA3Ft,06/09/2017
17,81,3,0,4,T4yUyxYPnLOxLQokyuRMPQmnxF6fWQxhHOqUO1yrJjuercewkPGl2W IwLWK,19/04/2016
12,110,7,1,0,ehg4St8yiM xQauybpEEphrvYeTCmsbiMveUFCdHJWDud55rY0LtDppaoTpo,10/07/2014
6,15,9,0,1,AwHo8tyGOKeRc0IuzaCgg1TebHzFnpkveoHxLnsxawmknitMPePxw5DgfJB5,21/08/2016
3,97,1,0,3,et2C864aYqIokgeGN9b0d9r3drwPaLYpx1TZWbJf9BKRUX0 b3sfGoE6ZBzB,09/11/2010
20,116,8,1,2,uVTdae0ODRA ApInJQCJW28EwS5y66uCc1UnH5xkEwil0MGlv0CNCsMo8dzV,04/06/2015
1,109,9,1,1,mP9hsqZb9t8Old2hklbmchbtaMgUUBKZ4nYOyPa JdfJAJixKSrL7i4dPwaY,18/11/2022
4,73,1,0,1,s2CdSuyfGVTvxvm3V 3aJtYea1wQbstyFbIqy3ZbQRqzoB7nlOGKbaqqiOaI,16/05/2010
20,61,12,0,1, MFeMsXkFoztavpVqbyVKTT9IWuvKu8KGaK0JKFoL40Q6P66D7 6bBqtUgGU,15/02/2010
14,91,13,0,1,yflGIOi7DzAknNU0U3G1mrXkOGaFxo0f399ZjwcaBBkCQsuuArvqelTNkU4M,16/05/2022
10,115,7,0,1,GZ9xXCHJEFsfpqheaKpqlQBUZiiiUOkycOt7MOKzNRs5r bjXdb6O4uSKdCH,26/03/2022
14,97,8,1,4,ugNclbjR4cCCEBUN8yvQoJ69QBbzjBHF1IgjTNEuZh9OIRgZ0uXUklWUPN8J,13/02/2012
5,103,6,0,3,Kasf2XbaCyGFF49KAvhgS2LAuf1xGNyfpvSQUkm 8srjDMykjGMlaqSEYW8R,02/05/2017
